,Name,Co-bps,Original Decoding,New Decoding,Smooth Decoding,val lt-co-bps,Filered Trials Decoding
0,trim-sweep-1,0.0972162675900868,0.22044991015096,0.256174598925796,0.4552804407793710,0.12776341757754300,0.22084346909864000
1,celestial-sweep-2,0.134892818633157,0.479009539658098,0.5212481365593210,0.6222215712584430,0.20373561421112700,0.5379278852170900
2,leafy-sweep-3,0.0754055514201957,0.130843167049747,0.11308564625742100,0.29020897254518900,0.08441275042371300,0.1360193042493210
3,pious-sweep-4,0.0797124645756324,0.152138272414807,0.1080896469470340,0.18322460155938500,0.11493370530366000,0.16165773046182900
4,golden-sweep-5,-0.0332563899992692,0.0024094459470001,0.009552060974385770,0.010597504867343800,-0.03544102380691430,0.00924141732322148
5,stellar-sweep-6,0.127182223706784,0.411922331141206,0.3919012001735350,0.474157510043114,0.169883538115534,0.43958058148396000
6,misunderstood-sweep-7,0.0695504934373546,0.0500255407743166,0.06706738833544410,0.2509515035069800,0.08416175786815230,0.06040166925600970
7,earnest-sweep-8,0.0976140419637011,0.233349497303072,0.2596825719288770,0.5572127010975590,0.12830051939618800,0.2472964599016130
8,jolly-sweep-9,0.074568157144229,0.223388996633338,0.25008608555592100,0.5460163443057080,0.09010887493932550,0.2333852064707490
9,amber-sweep-10,0.0868495511059568,0.0260034925944107,0.04194780550624420,0.11072979945198400,0.10115853990448900,0.03458350200820810
10,absurd-sweep-11,0.0101061802350608,0.15746383272854,0.10435523039254300,0.2991517677675140,0.01827552544646620,0.1641830845629950
11,sweet-sweep-12,0.0398411676824922,0.0973856461833444,0.05751455534782160,0.1052545690259930,0.0597001656113559,0.10409838151951500
12,deep-sweep-13,0.0144075133596457,0.0688981977521516,0.09574016078879850,0.23650639697936800,0.03483608558142000,0.07989415095513950
13,fluent-sweep-14,0.14034675395515,0.442281150404422,0.4699548372772670,0.5902656913638620,0.2037039264077050,0.4946977735668050
14,divine-sweep-15,0.124335308895726,0.461658123889663,0.5026850144617050,0.5910644550447240,0.15983200133694100,0.49467484482735500
15,zany-sweep-16,0.15260416171154,0.51647133689937,0.5445970379213300,0.6240881388684540,0.21979038814965200,0.5670966860721630
16,zany-sweep-17,0.138251876280653,0.521416656403305,0.57046861082835,0.6392203901359050,0.17338473942396800,0.5554891519029920
17,lunar-sweep-18,0.0738986878034563,0.509467288792477,0.5447924599300430,0.6186740558761060,0.12163553599139700,0.521202725389401
18,lively-sweep-19,0.0795110621425564,0.0343489723557391,0.06150741100331240,0.1367855636145320,0.1041715254627860,0.046887101972305400
19,sunny-sweep-20,0.0988464266441212,0.198141988698144,0.23889378379619700,0.4023615498467910,0.12353332154800600,0.203223995773656
20,rural-sweep-21,-0.119097835237675,0.0431434694453304,0.06849860406541600,0.1801658605959320,-0.12348718720191200,0.06816488875965170
21,vital-sweep-22,-0.533415542505958,0.0156669500961834,0.09516462450011700,0.4330927545172300,-0.542646754286682,0.02873810565282930
22,fresh-sweep-23,0.0746306405910706,0.0459917047533568,0.06630082521542270,0.17172346462104000,0.10341199633199800,0.05969998443829630
23,worthy-sweep-24,0.0734518177574785,0.287878118459518,0.3435826197653270,0.4098745232956340,0.10848356047654400,0.30373951806048800
24,divine-sweep-25,0.077145053818974,0.470921840885146,0.5129666971100380,0.5920562351626160,0.08834639673328340,0.4890757721067590
25,summer-sweep-26,0.0083901104724625,0.28858242939177,0.0647084921527839,0.17666128908564400,0.03332907685431900,0.28666780254312600
26,fanciful-sweep-27,-0.0306516025755662,0.009843897130068,0.022446480929817700,0.03447144832505180,-0.03241633267944300,0.024216945351858600
27,twilight-sweep-28,-0.147055388706512,0.0033374875089146,0.010066540521915600,0.01214181315034320,-0.15245809469637900,0.0097236431484929
28,clear-sweep-29,0.107902097882893,0.494061788025331,0.4328412500555470,0.5126965389854620,0.13440980535820900,0.5222465665608360
29,olive-sweep-30,0.0954455234678876,0.488533426849734,0.5414215661730900,0.6355065695336280,0.12495253313184100,0.5317758128815430
30,soft-sweep-31,0.0782798007238247,0.0473945879604924,0.06630386032545440,0.13812435486219200,0.10741450556986500,0.055450627356018200
